web-scraper-order,web-scraper-start-url,Titre,Etat_Clim,Adresse,Prix,url,url-href,url_image-src
"1738164146-251","https://www.expat-dakar.com/climatisation","SPLIT BEKO 12000BTU 1.5CV GAZ 410","Neuf","Plateau,
                                                                                Dakar","199 000 F Cfa","SPLIT BEKO 12000BTU 1.5CV GAZ 410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        samedi, 01:01
                                    
                    199 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/split-beko-12000btu-15cv-gaz-410-6112838","https://i.roamcdn.net/hz/ed/listing-thumb-543w/722201a8f4719516ad223f94a25e34ff/-/horizon-files-prod/ed/picture/qpdmwdv0/105fd7ba3f235567534871e14e2f18c085a1affb.jpg"
"1738164166-252","https://www.expat-dakar.com/climatisation","SPLIT CAC 9000BTU 1.25CV GAZ 410","Neuf","Plateau,
                                                                                Dakar","135 000 F Cfa","SPLIT CAC 9000BTU 1.25CV GAZ 410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        lundi, 15:03
                                    
                    135 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/split-cac-9000btu-125cv-gaz-410-6112846","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4af7c105cebd80b56c304b3f63ecc1dd/-/horizon-files-prod/ed/picture/qv4wp48v/888596490288f0d4ac18bf13346f05a522acdcea.jpg"
"1738164187-253","https://www.expat-dakar.com/climatisation","SPLIT LG 24000BTU 3CV INVERTER ARTCOOL","Neuf","Plateau,
                                                                                Dakar","659 000 F Cfa","SPLIT LG 24000BTU 3CV INVERTER ARTCOOL
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        samedi, 01:01
                                    
                    659 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/split-lg-24000btu-3cv-inverter-artcool-6113247","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2866c5a42e61991cb5d845d1af866cfa/-/horizon-files-prod/ed/picture/q0g722ve/b35d5409134782735eda86d936ad2da251abcd72.jpg"
"1738164207-254","https://www.expat-dakar.com/climatisation","SPLIT LG 12000BTU 1.5CV INVERTER ARTCOOL","Neuf","Plateau,
                                                                                Dakar","419 000 F Cfa","SPLIT LG 12000BTU 1.5CV INVERTER ARTCOOL
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        jeudi, 10:31
                                    
                    419 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/split-lg-12000btu-15cv-inverter-artcool-6113250","https://i.roamcdn.net/hz/ed/listing-thumb-543w/69201ed6ce3f56ab3775151e57c82be6/-/horizon-files-prod/ed/picture/qwepzzxm/2a88e8d8d6470898ac9fc61c65f2221fbb1f01e7.jpg"
"1738164228-255","https://www.expat-dakar.com/climatisation","SPLIT LG 18000BTU 2.5CV INVERTER ARTCOOL","Neuf","Plateau,
                                                                                Dakar","559 000 F Cfa","SPLIT LG 18000BTU 2.5CV INVERTER ARTCOOL
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        jeudi, 10:03
                                    
                    559 000 F Cfa
                        
                        783860578","https://www.expat-dakar.com/annonce/split-lg-18000btu-25cv-inverter-artcool-6113253","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a1eace780dc5985243312e2735efd079/-/horizon-files-prod/ed/picture/q44ndd98/58263db9d7f5818e8a2064e03efb5b9d31f0c5df.jpg"
"1738164248-256","https://www.expat-dakar.com/climatisation","télécommande  climatisation/ LG Samsung sharp TCL inverchel","Neuf","Dieuppeul,
                                                                                Dakar","15 000 F Cfa","télécommande  climatisation/ LG Samsung sharp TCL inverchel
                                Neuf
                                                                                    Dieuppeul,
                                                                                Dakar
                                    
                                        vendredi, 08:35
                                    
                                            Vendeur vérifié
                                        
                    15 000 F Cfa
                        
                        775573199
                    
                        775573199
                    
                        338686474","https://www.expat-dakar.com/annonce/telecommande-climatisation-lg-samsung-sharp-tcl-inverchel-6113939","https://i.roamcdn.net/hz/ed/listing-thumb-543w/689ea4714de1da15a4b494554c5d63f8/-/horizon-files-prod/ed/picture/q2j0r0r8/e21413d07b5d2ab4fc1a273755cd6b9c95e15554.jpg"
"1738164269-257","https://www.expat-dakar.com/climatisation","SPLIT HAIER 9000BTU 1CV GAZ 410","Neuf","Plateau,
                                                                                Dakar","149 000 F Cfa","SPLIT HAIER 9000BTU 1CV GAZ 410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        samedi, 12:10
                                    
                    149 000 F Cfa
                        
                        756335874","https://www.expat-dakar.com/annonce/split-haier-9000btu-1cv-gaz-410-6115530","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf4787be891f740c2a0562968b4a6176/-/horizon-files-prod/ed/picture/q8v4zk9r/515e3ff57e255f0484be1f2f13ceb3ae23378722.jpg"
"1738164290-258","https://www.expat-dakar.com/climatisation","SPLIT 12000BTU TCL 1.5CV GAZ 410","Neuf","Plateau,
                                                                                Dakar","179 000 F Cfa","SPLIT 12000BTU TCL 1.5CV GAZ 410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        samedi, 12:03
                                    
                    179 000 F Cfa
                        
                        756335874","https://www.expat-dakar.com/annonce/split-12000btu-tcl-15cv-gaz-410-6115591","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e3a97460da0a27f3f8ef5d963fcf929d/-/horizon-files-prod/ed/picture/q0g728zd/fdb233c249f3d46dab72d4954b894a6f655286d9.jpg"
"1738164310-259","https://www.expat-dakar.com/climatisation","SPLIT ROCH 9000BTU GAZ 410","Neuf","Plateau,
                                                                                Dakar","145 000 F Cfa","SPLIT ROCH 9000BTU GAZ 410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        samedi, 11:21
                                    
                    145 000 F Cfa
                        
                        767335517","https://www.expat-dakar.com/annonce/split-roch-9000btu-gaz-410-6115598","https://i.roamcdn.net/hz/ed/listing-thumb-543w/89ea3350649a20f256854c26c8c72525/-/horizon-files-prod/ed/picture/qrz8q60x/32a3f123a3d1e564574f77f3523afd191d697d66.jpg"
"1738164331-260","https://www.expat-dakar.com/climatisation","SPLIT LAVA 12000BTU 1.5CV GAZ R410","Neuf","Plateau,
                                                                                Dakar","159 000 F Cfa","SPLIT LAVA 12000BTU 1.5CV GAZ R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        samedi, 11:20
                                    
                    159 000 F Cfa
                        
                        767335517","https://www.expat-dakar.com/annonce/split-lava-12000btu-15cv-gaz-r410-6115603","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d4c3171686dce085333c69b7118e8421/-/horizon-files-prod/ed/picture/q0g728zm/93ea13b7e787123951549cebe112032576153b66.jpg"
"1738164351-261","https://www.expat-dakar.com/climatisation","SPLIT 12000BTU SAMSUNG AR 1.5CV MAX","Neuf","Plateau,
                                                                                Dakar","245 000 F Cfa","SPLIT 12000BTU SAMSUNG AR 1.5CV MAX
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        Hier, 05:06
                                    
                    245 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/split-12000btu-samsung-ar-15cv-max-6120003","https://i.roamcdn.net/hz/ed/listing-thumb-543w/44183865418dd3b5224235f3ee323e29/-/horizon-files-prod/ed/picture/q0g724xm/c4521cad31a9150806fe88e168e3c8ae01d282eb.jpg"
"1738164372-262","https://www.expat-dakar.com/climatisation","SPLIT 18000BTU LG 2CV R410 NORMAL","Neuf","Plateau,
                                                                                Dakar","329 000 F Cfa","SPLIT 18000BTU LG 2CV R410 NORMAL
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        lundi, 21:41
                                    
                    329 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/split-18000btu-lg-2cv-r410-normal-6120375","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dcb06e9759dad9d740c60603c2b6e89b/-/horizon-files-prod/ed/picture/q44ndv6z/0effb1f12e3fdccf995242ccf1741e13fb3e8399.jpg"
"1738164393-263","https://www.expat-dakar.com/climatisation","SPLIT 24000BTU 3CV R410 NORMAL","Neuf","Plateau,
                                                                                Dakar","398 000 F Cfa","SPLIT 24000BTU 3CV R410 NORMAL
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        Hier, 15:57
                                    
                    398 000 F Cfa
                        
                        777510319
                    
                        777510319","https://www.expat-dakar.com/annonce/split-24000btu-3cv-r410-normal-6120380","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f5c0f5797c4e396a29bc6449ab558a1b/-/horizon-files-prod/ed/picture/qkr85e05/b1f22583c6e42e30cd62a401dbfa48bc5a8eb183.jpg"
"1738164420-264","https://www.expat-dakar.com/climatisation","VENTILATEUR ROCH SUR PIED AVEC COMMANDE","Neuf","Plateau,
                                                                                Dakar","29 000 F Cfa","VENTILATEUR ROCH SUR PIED AVEC COMMANDE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        Hier, 15:57
                                    
                    29 000 F Cfa
                        
                        756335874","https://www.expat-dakar.com/annonce/ventilateur-roch-sur-pied-avec-commande-6120910","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5cf00a1cc87f49d9f18480016f9d8be2/-/horizon-files-prod/ed/picture/qrz8q908/662433c72d175fe5069889a841ff54faeff5ea9a.jpg"
"1738164441-265","https://www.expat-dakar.com/climatisation","VENTILATEUR SYMPHONY À EAU HUMIDICATEUR","Neuf","Plateau,
                                                                                Dakar","119 000 F Cfa","VENTILATEUR SYMPHONY À EAU HUMIDICATEUR
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        Hier, 15:36
                                    
                    119 000 F Cfa
                        
                        767335517","https://www.expat-dakar.com/annonce/ventilateur-symphony-a-eau-humidicateur-6120936","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c4e66c67370ecac108afa24f333066d5/-/horizon-files-prod/ed/picture/qkr85jvx/9e4f58ee8c67d4f47f685ba6d7f8aabbd9f4944e.jpg"
"1738164465-266","https://www.expat-dakar.com/climatisation","VENTILATEUR RISING RECHARGEABLE","Neuf","Plateau,
                                                                                Dakar","49 000 F Cfa","VENTILATEUR RISING RECHARGEABLE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        Hier, 15:35
                                    
                    49 000 F Cfa
                        
                        767335517","https://www.expat-dakar.com/annonce/ventilateur-rising-rechargeable-6120937","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f33041569e853636ee86a7ecb0d8bd18/-/horizon-files-prod/ed/picture/qj4qjk7z/d1a6106ebad23e0c6fc81ac52a7c9cbf95961a47.jpg"
"1738164486-267","https://www.expat-dakar.com/climatisation","VENTILATEUR BINATONE SUR PIED TS-1880","Neuf","Plateau,
                                                                                Dakar","32 000 F Cfa","VENTILATEUR BINATONE SUR PIED TS-1880
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        Hier, 15:54
                                    
                    32 000 F Cfa
                        
                        756335874","https://www.expat-dakar.com/annonce/ventilateur-binatone-sur-pied-ts-1880-6120938","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee2e146e158283a45a5df3d98dd46fef/-/horizon-files-prod/ed/picture/qpdmwvq2/0b4051ea9f503bdfe028d6bc22e2388fcc616e18.jpg"
"1738164576-268","https://www.expat-dakar.com/climatisation","VENTILATEUR BINATONE SUR PIED AVEC COMMANDE","Neuf","Plateau,
                                                                                Dakar","32 000 F Cfa","VENTILATEUR BINATONE SUR PIED AVEC COMMANDE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        Hier, 16:34
                                    
                    32 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/ventilateur-binatone-sur-pied-avec-commande-6120939","https://i.roamcdn.net/hz/ed/listing-thumb-543w/61a72639a77e32dd2f60efcfbb9b360c/-/horizon-files-prod/ed/picture/q2j0rmnd/7ff968d64e2db24b9d9ff4fb934e1f49c687e657.jpg"
"1738164605-269","https://www.expat-dakar.com/climatisation","SPLIT AMERISTAR 24000BTU INVERTER","Neuf","Plateau,
                                                                                Dakar","298 000 F Cfa","SPLIT AMERISTAR 24000BTU INVERTER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        Hier, 16:32
                                    
                    298 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/split-ameristar-24000btu-inverter-6114856","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a4501c5e3f0e46f6946650d1845340ef/-/horizon-files-prod/ed/picture/qm5gr6mm/4d5fe98ba53d38435f999478a9a9cb650760a843.jpg"
"1738164626-270","https://www.expat-dakar.com/climatisation","SPLIT HAIER 24000BTU 3CV GAZ 410","Neuf","Plateau,
                                                                                Dakar","298 000 F Cfa","SPLIT HAIER 24000BTU 3CV GAZ 410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        Hier, 04:47
                                    
                    298 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/split-haier-24000btu-3cv-gaz-410-6120940","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4129476680851d2bf5a3a95cfc2bb433/-/horizon-files-prod/ed/picture/qde7w8jj/955c0141cad105107da11d565749ca106127685d.jpg"
"1738164648-271","https://www.expat-dakar.com/climatisation","SPLIT 12000BTU LG DUAL INVERTER WIFI ANTI MOUSTIQUE","Neuf","Plateau,
                                                                                Dakar","319 000 F Cfa","SPLIT 12000BTU LG DUAL INVERTER WIFI ANTI MOUSTIQUE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        30. nov. '24, 11:24
                                    
                    319 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/split-12000btu-lg-dual-inverter-wifi-anti-moustique-6123542","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a8b333c8ec31656cf82c40f9e16032b9/-/horizon-files-prod/ed/picture/qenvqn64/574c993fd757b9ff2ab53ad4ffee84cafaa485ca.jpg"
"1738164669-272","https://www.expat-dakar.com/climatisation","SPLIT LG 18000BTU DUAL INVERTER","Neuf","Plateau,
                                                                                Dakar","419 000 F Cfa","SPLIT LG 18000BTU DUAL INVERTER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 14:22
                                    
                    419 000 F Cfa
                        
                        777510319
                    
                        777510319","https://www.expat-dakar.com/annonce/split-lg-18000btu-dual-inverter-6123549","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b9ec978b00dbc7e3ece3b6f37d21042f/-/horizon-files-prod/ed/picture/qngpxgrx/e196192ce6a63d4787e28ac9d423e3608d84c68e.jpg"
"1738164689-273","https://www.expat-dakar.com/climatisation","SPLIT 12000BTU SHARP 1.5CV INVERTER R32","Neuf","Plateau,
                                                                                Dakar","269 000 F Cfa","SPLIT 12000BTU SHARP 1.5CV INVERTER R32
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        30. nov. '24, 11:24
                                    
                    269 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/split-12000btu-sharp-15cv-inverter-r32-6123563","https://i.roamcdn.net/hz/ed/listing-thumb-543w/71d6d92c074f2e410b3d4eb37ad6e94c/-/horizon-files-prod/ed/picture/q56dx670/36834fe357e5856ebfd5e72a0528bacddfbcb061.jpg"
"1738164710-274","https://www.expat-dakar.com/climatisation","Split inverter 12000btu R410","Neuf","Plateau,
                                                                                Dakar","228 000 F Cfa","Split inverter 12000btu R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        26. déc. '24, 10:57
                                    
                    228 000 F Cfa
                        
                        778452442
                    
                        778452442","https://www.expat-dakar.com/annonce/split-inverter-12000btu-r410-5791691","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c471962c6f719e2b1f30ca5223079df5/-/horizon-files-prod/ed/picture/q0g26qn6/3b91c7f605b24a867ec97ff29f02e1681c299c6f.jpg"
"1738164730-275","https://www.expat-dakar.com/climatisation","SPLIT LG 25000BTU SMART WIFIPURIFICATEUR D’AIR","Neuf","Plateau,
                                                                                Dakar","2 300 000 F Cfa","SPLIT LG 25000BTU SMART WIFIPURIFICATEUR D’AIR
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 14:05
                                    
                    2 300 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/split-lg-25000btu-smart-wifipurificateur-dair-6124440","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a8554a062c04395a99288d59a4328a2/-/horizon-files-prod/ed/picture/qde7kkpm/fa295bc13fabb04e7e765697896e875c08cb0051.jpg"
"1738164751-276","https://www.expat-dakar.com/climatisation","SPLIT LG 25000BTU SMART WIFIPURIFICATEUR D’AIR","Neuf","Plateau,
                                                                                Dakar","1 500 000 F Cfa","SPLIT LG 25000BTU SMART WIFIPURIFICATEUR D’AIR
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 14:22
                                    
                    1 500 000 F Cfa
                        
                        777510319
                    
                        777510319","https://www.expat-dakar.com/annonce/split-lg-25000btu-smart-wifipurificateur-dair-6124442","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3d6f504cdd05d6a7a2319dcb462242a5/-/horizon-files-prod/ed/picture/qenvqqek/0f773d1c878358218141c795b9d5f9a387dbfd84.jpg"
"1738164771-277","https://www.expat-dakar.com/climatisation","SPLIT HISENSE 9000BTU R410A","Neuf","Plateau,
                                                                                Dakar","149 000 F Cfa","SPLIT HISENSE 9000BTU R410A
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 14:21
                                    
                    149 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/split-hisense-9000btu-r410a-6124450","https://i.roamcdn.net/hz/ed/listing-thumb-543w/662ea0be8f8191948a2c45626b1b02de/-/horizon-files-prod/ed/picture/qwep224z/4f5baadcb153eb1f490b067ae8cf95ccd69b9b47.jpg"
"1738164792-278","https://www.expat-dakar.com/climatisation","SPLIT HISENSE 12000BTU R410A","Neuf","Plateau,
                                                                                Dakar","169 000 F Cfa","SPLIT HISENSE 12000BTU R410A
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        30. nov. '24, 11:18
                                    
                    169 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/split-hisense-12000btu-r410a-6124451","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1d8fd6763718642ce1ac848d3302641f/-/horizon-files-prod/ed/picture/qq427707/286cf2a19e9182942595a0f93ad83d70b2292503.jpg"
"1738164813-279","https://www.expat-dakar.com/climatisation","SPLIT HISENSE 9000BTU INVERTER","Neuf","Plateau,
                                                                                Dakar","219 000 F Cfa","SPLIT HISENSE 9000BTU INVERTER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        30. nov. '24, 11:22
                                    
                    219 000 F Cfa
                        
                        783050985","https://www.expat-dakar.com/annonce/split-hisense-9000btu-inverter-6124454","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d64bd19a9bfd996b662a5fa9eb064473/-/horizon-files-prod/ed/picture/qrz8vv9n/4390fcc8355413732bafbdd597a4edd2f741d8ea.jpg"
"1738164834-280","https://www.expat-dakar.com/climatisation","SPLIT 24000BTU HISENSE INVERTER","Neuf","Plateau,
                                                                                Dakar","389 000 F Cfa","SPLIT 24000BTU HISENSE INVERTER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 13:30
                                    
                    389 000 F Cfa
                        
                        783860578","https://www.expat-dakar.com/annonce/split-24000btu-hisense-inverter-6124457","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed3c8784b53c4d4a94e0ab9c60eabcc5/-/horizon-files-prod/ed/picture/qgqw99x8/846cb441b571d9ac842496bf595ad88144d0aec5.jpg"
"1738164855-281","https://www.expat-dakar.com/climatisation","VENTILATEUR BINATONE SUR PIED","Neuf","Plateau,
                                                                                Dakar","39 000 F Cfa","VENTILATEUR BINATONE SUR PIED
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        10. déc. '24, 16:24
                                    
                    39 000 F Cfa
                        
                        767335517","https://www.expat-dakar.com/annonce/ventilateur-binatone-sur-pied-6127387","https://i.roamcdn.net/hz/ed/listing-thumb-543w/eee9fb64e59e672b53a46747f656c06a/-/horizon-files-prod/ed/picture/qzvpdxnq/5bae1d6d245934f9315c30794bbb0713f334ae38.jpg"
"1738164876-282","https://www.expat-dakar.com/climatisation","VENTILATEUR BINATONE SUR PIED","Neuf","Plateau,
                                                                                Dakar","26 000 F Cfa","VENTILATEUR BINATONE SUR PIED
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        10. déc. '24, 16:22
                                    
                    26 000 F Cfa
                        
                        767335517","https://www.expat-dakar.com/annonce/ventilateur-binatone-sur-pied-6127401","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7f862503a835eaaf84968cdc1a9843b9/-/horizon-files-prod/ed/picture/q78w5gkj/f9e6b4d0e2ef4c94791e6ef44fdc5f9c91194dfe.jpg"
"1738164896-283","https://www.expat-dakar.com/climatisation","SPLIT ASTECH CASSETTE 12000BTU","Neuf","Plateau,
                                                                                Dakar","539 000 F Cfa","SPLIT ASTECH CASSETTE 12000BTU
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        10. déc. '24, 15:21
                                    
                    539 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/split-astech-cassette-12000btu-6128124","https://i.roamcdn.net/hz/ed/listing-thumb-543w/49ffba87fbc8a5821495ddf5b46493a1/-/horizon-files-prod/ed/picture/qv4weqzp/5cafcab38644e446cd02ba3f36b485284521db4e.jpg"
"1738164917-284","https://www.expat-dakar.com/climatisation","SPLIT ASTECH 18000BTU 2CV","Neuf","Plateau,
                                                                                Dakar","229 000 F Cfa","SPLIT ASTECH 18000BTU 2CV
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        7. déc. '24, 10:42
                                    
                    229 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/split-astech-18000btu-2cv-6128957","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b68c06d442500946be43c09eb9a7e0db/-/horizon-files-prod/ed/picture/qgqw9kg2/dfdcdf9b874724b44b5215e4289dc3c106d4068b.jpg"
"1738164938-285","https://www.expat-dakar.com/climatisation","SPLIT HISENSE ARMOIRE 24000BTU INVERTER","Neuf","Plateau,
                                                                                Dakar","749 000 F Cfa","SPLIT HISENSE ARMOIRE 24000BTU INVERTER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. déc. '24, 13:20
                                    
                    749 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/split-hisense-armoire-24000btu-inverter-6129865","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f377db28fef1f2d26c5b2cc18ba31fa1/-/horizon-files-prod/ed/picture/qzvpdk28/02349edeeb0b37557385494c6aed20643eee075f.jpg"
"1738164958-286","https://www.expat-dakar.com/climatisation","SPLIT 18000BTU HISENSE INVERTER 2CV R410A","Neuf","Plateau,
                                                                                Dakar","298 000 F Cfa","SPLIT 18000BTU HISENSE INVERTER 2CV R410A
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        7. déc. '24, 10:41
                                    
                    298 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/split-18000btu-hisense-inverter-2cv-r410a-6129904","https://i.roamcdn.net/hz/ed/listing-thumb-543w/79a4c12524843baafbe33a5d0a655ba6/-/horizon-files-prod/ed/picture/q9mj9z80/f23b9a19599b4d240d9c50ea4ff546c53baf08fd.jpg"
"1738164979-287","https://www.expat-dakar.com/climatisation","SPLIT 9000BTU HISENSE INVERTER","Neuf","Plateau,
                                                                                Dakar","219 000 F Cfa","SPLIT 9000BTU HISENSE INVERTER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        10. déc. '24, 16:22
                                    
                    219 000 F Cfa
                        
                        767335517","https://www.expat-dakar.com/annonce/split-9000btu-hisense-inverter-6129907","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8707b1da6166e79cbbc1b47457fea32c/-/horizon-files-prod/ed/picture/qq427nd7/ebcabc61e404e1f24cfa873c4ef3bab5d033fe1a.jpg"
"1738165028-288","https://www.expat-dakar.com/climatisation","SPLIT 12000BTU HISENSE R410","Neuf","Plateau,
                                                                                Dakar","169 000 F Cfa","SPLIT 12000BTU HISENSE R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. déc. '24, 13:19
                                    
                    169 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/split-12000btu-hisense-r410-6129911","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5d06c588c260c97e63a5a99ed2673fb7/-/horizon-files-prod/ed/picture/qxjp2m6w/acc1e28c1a6a1f2f9601e305769ac4b860f4e39f.jpg"
"1738165050-289","https://www.expat-dakar.com/climatisation","SPLIT 9000BTU 1.25CV","Neuf","Plateau,
                                                                                Dakar","135 000 F Cfa","SPLIT 9000BTU 1.25CV
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        9. déc. '24, 15:31
                                    
                    135 000 F Cfa
                        
                        783860578","https://www.expat-dakar.com/annonce/split-9000btu-125cv-6131051","https://i.roamcdn.net/hz/ed/listing-thumb-543w/38c8e25339b3f06c6900ecb581e6db98/-/horizon-files-prod/ed/picture/qq427eg7/7df29032f5201d9d4e49870c24bb7bb746ff796c.jpg"
"1738165070-290","https://www.expat-dakar.com/climatisation","SPLIT DESKA 12000BTU 1.5CV","Neuf","Plateau,
                                                                                Dakar","145 000 F Cfa","SPLIT DESKA 12000BTU 1.5CV
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        9. déc. '24, 15:41
                                    
                    145 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/split-deska-12000btu-15cv-6131055","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8247d407e66766563c053ee2cb4c2851/-/horizon-files-prod/ed/picture/qxjp2vxw/2cba8eb7dad66d55a26b7b4aa2a0e2e1dcff4903.jpg"
"1738165091-291","https://www.expat-dakar.com/climatisation","SPLIT 36000BTU ENDURO ARMOIRE","Neuf","Plateau,
                                                                                Dakar","789 000 F Cfa","SPLIT 36000BTU ENDURO ARMOIRE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. déc. '24, 20:07
                                    
                    789 000 F Cfa
                        
                        756335874","https://www.expat-dakar.com/annonce/split-36000btu-enduro-armoire-6135007","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b2c06f75be1c1db286e8e4bf01cc4e5d/-/horizon-files-prod/ed/picture/qq4227kp/092576c46901ff1f3c7cae9c2d1af9b6e281c768.jpg"
"1738165112-292","https://www.expat-dakar.com/climatisation","SPLIT 12000BTU SMART TECHNOLOGY INVERTER","Neuf","Plateau,
                                                                                Dakar","174 000 F Cfa","SPLIT 12000BTU SMART TECHNOLOGY INVERTER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. déc. '24, 15:54
                                    
                    174 000 F Cfa
                        
                        787962051","https://www.expat-dakar.com/annonce/split-12000btu-smart-technology-inverter-6134824","https://i.roamcdn.net/hz/ed/listing-thumb-543w/71e0c1d424389b3c0030a35f9fbc9dd0/-/horizon-files-prod/ed/picture/qv4wwedv/f2ef35d55c3f7ab90ac827b99a47d516174947f2.jpg"
