web-scraper-order,web-scraper-start-url,Titre,Etat_Clim,Adresse,Prix,url,url-href,url_image-src
"1738158904-1","https://www.expat-dakar.com/climatisation","","","","","","",""
"1738158925-2","https://www.expat-dakar.com/climatisation","SPLIT/CLIMATISEUR ROCH 9000BTU 1.25CV R410","Neuf","Plateau,
                                                                                Dakar","159 000 F Cfa","SPLIT/CLIMATISEUR ROCH 9000BTU 1.25CV R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        19. déc. '24, 10:23
                                    
                    159 000 F Cfa
                        
                        783860578","https://www.expat-dakar.com/annonce/splitclimatiseur-roch-9000btu-125cv-r410-5475378","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0bda894fa12d55bc65d2d0cfb3af285e/-/horizon-files-prod/ed/picture/qm55jgw2/6f93ab662a20ed50b21c8e00288f52b1d100666f.jpg"
"1738158945-3","https://www.expat-dakar.com/climatisation","SPLIT ASTECH 1.5CV 12000BTU R410","Neuf","Plateau,
                                                                                Dakar","188 000 F Cfa","SPLIT ASTECH 1.5CV 12000BTU R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        lundi, 14:35
                                    
                    188 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/split-astech-15cv-12000btu-r410-5475919","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fc586fbf80776a4de20ec575adb8fc59/-/horizon-files-prod/ed/picture/q566zpeg/7844ae9b77c5ae6ecb57b1cb27108c1c500d9432.jpg"
"1738158966-4","https://www.expat-dakar.com/climatisation","SPLIT ROCH 9000BTU/1.25CV R410","Neuf","Plateau,
                                                                                Dakar","144 000 F Cfa","SPLIT ROCH 9000BTU/1.25CV R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 16:18
                                    
                    144 000 F Cfa
                        
                        783050985","https://www.expat-dakar.com/annonce/split-roch-9000btu125cv-r410-5480388","https://i.roamcdn.net/hz/ed/listing-thumb-543w/98dbc1e2412d17a85f954860b8992221/-/horizon-files-prod/ed/picture/q6xxvw64/ef95e0222134e1c4d87f729d4397d924edbc8d5b.jpg"
"1738158986-5","https://www.expat-dakar.com/climatisation","SPLIT 2.5CV/ 18000BTU ROCH R410","Neuf","Plateau,
                                                                                Dakar","239 000 F Cfa","SPLIT 2.5CV/ 18000BTU ROCH R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. janv., 14:14
                                    
                    239 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/split-25cv-18000btu-roch-r410-5481156","https://i.roamcdn.net/hz/ed/listing-thumb-543w/da6b8f07d7bcd694a52855378937afe6/-/horizon-files-prod/ed/picture/qm55jw7d/e9dbfa8ad5264a1f81c55fed210afc2f228c2553.jpg"
"1738159007-6","https://www.expat-dakar.com/climatisation","SPLIT SKAGGU 2.5CV 18000BTU R410","Neuf","Plateau,
                                                                                Dakar","239 000 F Cfa","SPLIT SKAGGU 2.5CV 18000BTU R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. janv., 14:14
                                    
                    239 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/split-skaggu-25cv-18000btu-r410-5492110","https://i.roamcdn.net/hz/ed/listing-thumb-543w/67583fe8f53b2419ce2378e02c0fcb8c/-/horizon-files-prod/ed/picture/qrzz7e6j/6619b8de1c1b868b8a813aaef338f1531cd62df0.jpg"
"1738159027-7","https://www.expat-dakar.com/climatisation","SPLIT ICONA 1.5CV 12000BTU R140","Neuf","Plateau,
                                                                                Dakar","179 000 F Cfa","SPLIT ICONA 1.5CV 12000BTU R140
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. janv., 14:13
                                    
                    179 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/split-icona-15cv-12000btu-r140-5492117","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6242d28aa83f23320e29bf95e5bc95b3/-/horizon-files-prod/ed/picture/q2jjg68v/175d2eb462af9798cf5f466f92c4e30096b1d129.jpg"
"1738159048-8","https://www.expat-dakar.com/climatisation","SPLIT ASTECH 18000BTU 2CV 18RB410","Neuf","Plateau,
                                                                                Dakar","239 000 F Cfa","SPLIT ASTECH 18000BTU 2CV 18RB410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. janv., 14:13
                                    
                    239 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/split-astech-18000btu-2cv-18rb410-5492122","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c100c15b37ada9dcf69af576e432c9e9/-/horizon-files-prod/ed/picture/q6xx59rg/4409a418e506bae2fa8e574569196ca987f44a06.jpg"
"1738159068-9","https://www.expat-dakar.com/climatisation","SPLIT CAC 18000BTU 2.5CV GAZ 410","Neuf","Plateau,
                                                                                Dakar","229 000 F Cfa","SPLIT CAC 18000BTU 2.5CV GAZ 410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 16:17
                                    
                    229 000 F Cfa
                        
                        783050985","https://www.expat-dakar.com/annonce/split-cac-18000btu-25cv-gaz-410-5492132","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e96e5706cac4db7b54680f7fac7e394e/-/horizon-files-prod/ed/picture/qrzz7ejj/4dfdf262cf12e9abe802d9eb67150dba6d07eeb5.jpg"
"1738159088-10","https://www.expat-dakar.com/climatisation","SLIT ELACTRON 18000BTU 2.5CV GAZ 410","Neuf","Plateau,
                                                                                Dakar","239 000 F Cfa","SLIT ELACTRON 18000BTU 2.5CV GAZ 410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 16:16
                                    
                    239 000 F Cfa
                        
                        783050985","https://www.expat-dakar.com/annonce/slit-elactron-18000btu-25cv-gaz-410-5492134","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9c34df371747a4ac193536e4fc447de5/-/horizon-files-prod/ed/picture/qm55nejd/7fe04a2b1d34f5d76561e630c64050637d22d6d3.jpg"
"1738159109-11","https://www.expat-dakar.com/climatisation","SPLIT CLIMAF 18000BTU","Neuf","Plateau,
                                                                                Dakar","224 000 F Cfa","SPLIT CLIMAF 18000BTU
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        25. déc. '24, 15:51
                                    
                    224 000 F Cfa
                        
                        783050985","https://www.expat-dakar.com/annonce/split-climaf-18000btu-5492139","https://i.roamcdn.net/hz/ed/listing-thumb-543w/506817d24bf6d7c692b2b970c68e5a9b/-/horizon-files-prod/ed/picture/q2jjg6wv/81fbd26ed16b221255364918cc409312b491c6bc.jpg"
"1738159129-12","https://www.expat-dakar.com/climatisation","SPLIT TCL 3CV 24000BTU CHAUD ET FROID","Neuf","Plateau,
                                                                                Dakar","339 000 F Cfa","SPLIT TCL 3CV 24000BTU CHAUD ET FROID
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. déc. '24, 20:25
                                    
                    339 000 F Cfa
                        
                        777510319
                    
                        777510319","https://www.expat-dakar.com/annonce/split-tcl-3cv-24000btu-chaud-et-froid-5543268","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ac14deb428d656d6cee0055971beb450/-/horizon-files-prod/ed/picture/qv44v0mj/6f179f07a6207987212d973c53c3ed06b0da7b30.jpg"
"1738159149-13","https://www.expat-dakar.com/climatisation","SPLIT CAC 18000 BTU 2.5CV GAZ 410","Neuf","Plateau,
                                                                                Dakar","229 000 F Cfa","SPLIT CAC 18000 BTU 2.5CV GAZ 410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        mercredi, 14:26
                                    
                    229 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/split-cac-18000-btu-25cv-gaz-410-5539107","https://i.roamcdn.net/hz/ed/listing-thumb-543w/363989e0543ce9877491958afca63f47/-/horizon-files-prod/ed/picture/qq44x26k/6ece6e5826be7075f06d9a5b8458eca688cee6da.jpg"
"1738159170-14","https://www.expat-dakar.com/climatisation","SPLIT LG 9000 BTU S4-C09TZCAA NORMAL","Neuf","Plateau,
                                                                                Dakar","234 000 F Cfa","SPLIT LG 9000 BTU S4-C09TZCAA NORMAL
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. déc. '24, 20:24
                                    
                    234 000 F Cfa
                        
                        777510319
                    
                        777510319","https://www.expat-dakar.com/annonce/split-lg-9000-btu-s4-c09tzcaa-normal-5545942","https://i.roamcdn.net/hz/ed/listing-thumb-543w/28b2eb0d056d14116b5bf89ad59dbe9b/-/horizon-files-prod/ed/picture/qennz4j9/c23077e38606fbc3ed2b0a9439d5bb51298be9e8.jpg"
"1738159190-15","https://www.expat-dakar.com/climatisation","SPLIT GREE 9000 BTU GAZ 410","Neuf","Plateau,
                                                                                Dakar","169 000 F Cfa","SPLIT GREE 9000 BTU GAZ 410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        mercredi, 19:32
                                    
                    169 000 F Cfa
                        
                        777510319
                    
                        777510319","https://www.expat-dakar.com/annonce/split-gree-9000-btu-gaz-410-5545951","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8b24365aece6df3d92896110e1c743b0/-/horizon-files-prod/ed/picture/qq44x08n/5f8926d96fdfc2c7370ca41be6630ccf6b908574.jpg"
"1738159211-16","https://www.expat-dakar.com/climatisation","SPLIT ASTECH 9000 BTU INVERTER 09INV8MA","Neuf","Plateau,
                                                                                Dakar","189 000 F Cfa","SPLIT ASTECH 9000 BTU INVERTER 09INV8MA
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        15. janv., 11:37
                                    
                    189 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/split-astech-9000-btu-inverter-09inv8ma-5545960","https://i.roamcdn.net/hz/ed/listing-thumb-543w/60b8114b8419c051ac6b17fa8e0d89e0/-/horizon-files-prod/ed/picture/qpddrv5w/714810d325d3e7db57f1e2bc0c6f61fecbe33568.jpg"
"1738159231-17","https://www.expat-dakar.com/climatisation","SPLIT BEKO 9000 BTU 1.25 CV GAZ R410","Neuf","Plateau,
                                                                                Dakar","189 000 F Cfa","SPLIT BEKO 9000 BTU 1.25 CV GAZ R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. janv., 08:33
                                    
                    189 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/split-beko-9000-btu-125-cv-gaz-r410-5545961","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dbe6a60b59bbffa0ec9becc12c5e7ce4/-/horizon-files-prod/ed/picture/q2jj9m2q/dea20e3501fa937b79afcbc4ea767f2f73ea675c.jpg"
"1738159252-18","https://www.expat-dakar.com/climatisation","SPLIT BEKO 9000 BTU 1.25 CV INVERTER","Neuf","Plateau,
                                                                                Dakar","289 000 F Cfa","SPLIT BEKO 9000 BTU 1.25 CV INVERTER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        19. déc. '24, 10:35
                                    
                    289 000 F Cfa
                        
                        781066640
                    
                        781066640","https://www.expat-dakar.com/annonce/split-beko-9000-btu-125-cv-inverter-5539454","https://i.roamcdn.net/hz/ed/listing-thumb-543w/03f75377265ab1d26b1811ec97411819/-/horizon-files-prod/ed/picture/qrzzmrvj/467c2d8c25bcebdd361e659229ba0c7cbee6e27c.jpg"
"1738159272-19","https://www.expat-dakar.com/climatisation","SPLIT HAIER 9000 BTU 1CV GAZ 410","Neuf","Plateau,
                                                                                Dakar","179 000 F Cfa","SPLIT HAIER 9000 BTU 1CV GAZ 410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        lundi, 15:06
                                    
                    179 000 F Cfa
                        
                        781066640
                    
                        781066640","https://www.expat-dakar.com/annonce/split-haier-9000-btu-1cv-gaz-410-5546647","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9038465dd34cc97a0f95359f8e48e6d9/-/horizon-files-prod/ed/picture/q0ggvqp8/d40dc4619802e74b266ae0c22f7ad43f8ee750c0.jpg"
"1738159293-20","https://www.expat-dakar.com/climatisation","SPLIT ICONA 9000 BTU 1.25 CV GAZ 410","Neuf","Plateau,
                                                                                Dakar","159 000 F Cfa","SPLIT ICONA 9000 BTU 1.25 CV GAZ 410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. déc. '24, 15:08
                                    
                    159 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/split-icona-9000-btu-125-cv-gaz-410-5547889","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5d4c40f29003b0d1c82941e9e5c5988c/-/horizon-files-prod/ed/picture/q788qvrz/c21ff7bc1898c4f155899089f56eebbd42e02cfa.jpg"
"1738159314-21","https://www.expat-dakar.com/climatisation","SPLIT MIDEA 9000 BTU 1.25CV GAZ 410","Neuf","Plateau,
                                                                                Dakar","179 000 F Cfa","SPLIT MIDEA 9000 BTU 1.25CV GAZ 410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. déc. '24, 15:07
                                    
                    179 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/split-midea-9000-btu-125cv-gaz-410-5547913","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cba30f4fed21ec3d5f2053c3a428e02e/-/horizon-files-prod/ed/picture/qgqqr5kn/d79c9be7c7314f1cdc9ce5fce06665079eba6a26.jpg"
"1738159335-22","https://www.expat-dakar.com/climatisation","CLIMATISEUR BEKO PORTATIF 9000BTU BPN 109 C","Neuf","Plateau,
                                                                                Dakar","189 000 F Cfa","CLIMATISEUR BEKO PORTATIF 9000BTU BPN 109 C
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        10. déc. '24, 14:54
                                    
                    189 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/climatiseur-beko-portatif-9000btu-bpn-109-c-5547278","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4fa3ce0ce335f77f1123af921f9937b/-/horizon-files-prod/ed/picture/qm55q8vm/32e629785f3b2b9c56a4d2148d1e61d20b88b025.jpg"
"1738159358-23","https://www.expat-dakar.com/climatisation","CLIMATISEUR ROCH PORTATIF 9000BTU RAC-PO9-R4-A","Neuf","Plateau,
                                                                                Dakar","169 000 F Cfa","CLIMATISEUR ROCH PORTATIF 9000BTU RAC-PO9-R4-A
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. janv., 15:31
                                    
                    169 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/climatiseur-roch-portatif-9000btu-rac-po9-r4-a-5608470","https://i.roamcdn.net/hz/ed/listing-thumb-543w/408d99744fda076168451176d43b945f/-/horizon-files-prod/ed/picture/q9mmpzvw/fb76e087d8bd92c4bcbe4fe6c4239a72b0af4aa5.jpg"
"1738159378-24","https://www.expat-dakar.com/climatisation","SPLIT SAMSUNG ARMOIRE 48000BTU","Neuf","Plateau,
                                                                                Dakar","1 569 000 F Cfa","SPLIT SAMSUNG ARMOIRE 48000BTU
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. déc. '24, 14:59
                                    
                    1 569 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/split-samsung-armoire-48000btu-5611737","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b13eafe8de8402036b0a7bbb86503ee5/-/horizon-files-prod/ed/picture/qj44vm2v/35f1b5417ead8098cbd434ce08d81edb8e66fa98.jpg"
"1738159399-25","https://www.expat-dakar.com/climatisation","SPLIT SHARP EN CASSETTE 12000BTU","Neuf","Plateau,
                                                                                Dakar","589 000 F Cfa","SPLIT SHARP EN CASSETTE 12000BTU
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        25. déc. '24, 15:45
                                    
                    589 000 F Cfa
                        
                        783050985","https://www.expat-dakar.com/annonce/split-sharp-en-cassette-12000btu-5611760","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3761cce7bd87d525b3427b65a2024104/-/horizon-files-prod/ed/picture/qpddkpqp/a21c7e1220385814df7d17c57682d150cf237830.jpg"
"1738159420-26","https://www.expat-dakar.com/climatisation","SPLIT SOLSTAR INVERTER 1.5CV","Neuf","Plateau,
                                                                                Dakar","229 000 F Cfa","SPLIT SOLSTAR INVERTER 1.5CV
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        lundi, 22:16
                                    
                    229 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/split-solstar-inverter-15cv-5611794","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cdeea89ece009daae8786deebe6cf72a/-/horizon-files-prod/ed/picture/qweeqm95/2cba325081d3fa71be36d19f9a2bd999835ed26f.jpg"
"1738159440-27","https://www.expat-dakar.com/climatisation","SPLIT 9000TBU/1CV SMART TECHNOLOGY R410","Neuf","Plateau,
                                                                                Dakar","149 000 F Cfa","SPLIT 9000TBU/1CV SMART TECHNOLOGY R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        19. déc. '24, 10:14
                                    
                    149 000 F Cfa
                        
                        783860578","https://www.expat-dakar.com/annonce/split-9000tbu1cv-smart-technology-r410-5616041","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee39ed729acd5d65b32128aedfc8e754/-/horizon-files-prod/ed/picture/q5667gz2/8fd831353029bc7274ad26e6948a41613dac12fd.jpg"
"1738159461-28","https://www.expat-dakar.com/climatisation","Climatiseur Éco Anti Corrosion Purificateur 1CV","Neuf","Point-e,
                                                                                Dakar","150 000 F Cfa","Climatiseur Éco Anti Corrosion Purificateur 1CV
                                Neuf
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        8. janv., 10:41
                                    
                    150 000 F Cfa
                        
                        785821605","https://www.expat-dakar.com/annonce/climatiseur-eco-anti-corrosion-purificateur-1cv-5618042","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca1fcdcefce7c0568eac3d6570212eff/-/horizon-files-prod/ed/picture/qenngm7j/d5b5730789222d2e3e8b59f8254124fb4253ada9.jpg"
"1738159481-29","https://www.expat-dakar.com/climatisation","SPLIT BELLYAIR 3CV/24000BTU INVERTER","Neuf","Plateau,
                                                                                Dakar","339 000 F Cfa","SPLIT BELLYAIR 3CV/24000BTU INVERTER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        10. déc. '24, 14:51
                                    
                    339 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/split-bellyair-3cv24000btu-inverter-5636228","https://i.roamcdn.net/hz/ed/listing-thumb-543w/575c7d604b72ff6a054167685fa59cb2/-/horizon-files-prod/ed/picture/qwezenzp/36e646ab5d1c26e43bd017d6c243068cade34627.jpg"
"1738159503-30","https://www.expat-dakar.com/climatisation","SPLIT BELLYAIR 1.5CV/12000BTU","Neuf","Plateau,
                                                                                Dakar","174 000 F Cfa","SPLIT BELLYAIR 1.5CV/12000BTU
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. déc. '24, 14:57
                                    
                    174 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/split-bellyair-15cv12000btu-5636233","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c858c78bf4d56ea726ffe237384062d8/-/horizon-files-prod/ed/picture/qxj6jw6q/54de6aaf9cfb3240129b98019ea5ae49155cdff2.jpg"
"1738159534-31","https://www.expat-dakar.com/climatisation","SPLIT BELLYAIR 1.25CV/9000BTU R410","Neuf","Plateau,
                                                                                Dakar","154 000 F Cfa","SPLIT BELLYAIR 1.25CV/9000BTU R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        25. déc. '24, 15:44
                                    
                    154 000 F Cfa
                        
                        783050985","https://www.expat-dakar.com/annonce/split-bellyair-125cv9000btu-r410-5636240","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0d0e815664ee033a5de947dd22c985b1/-/horizon-files-prod/ed/picture/qdewedwg/1a09f6f4cb8ae475e21f332c9c905955a9f71b94.jpg"
"1738159562-32","https://www.expat-dakar.com/climatisation","SPLIT GREE 3CV 24000BTU R410","Neuf","Plateau,
                                                                                Dakar","344 000 F Cfa","SPLIT GREE 3CV 24000BTU R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        9. déc. '24, 15:14
                                    
                    344 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/split-gree-3cv-24000btu-r410-5653399","https://i.roamcdn.net/hz/ed/listing-thumb-543w/57071c29efcd552ce6231d53fa843135/-/horizon-files-prod/ed/picture/qxj665em/66b47d4fbe109043694eb0fdc2a47e012aa31bb7.jpg"
"1738159583-33","https://www.expat-dakar.com/climatisation","SPLIT SHARP 18000BTU 2.5CV R410","Neuf","Plateau,
                                                                                Dakar","269 000 F Cfa","SPLIT SHARP 18000BTU 2.5CV R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        25. déc. '24, 15:42
                                    
                    269 000 F Cfa
                        
                        783050985","https://www.expat-dakar.com/annonce/split-sharp-18000btu-25cv-r410-5656149","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5a2d36e149306bfca83d17bc9e0e97b7/-/horizon-files-prod/ed/picture/qngdxp9v/6f15cfe7745cd73436831c9a0736de53c1d48af0.jpg"
"1738159603-34","https://www.expat-dakar.com/climatisation","SPLIT SHARP 18000BTU 2.5CV CHAUD ET FROID R410","Neuf","Plateau,
                                                                                Dakar","299 000 F Cfa","SPLIT SHARP 18000BTU 2.5CV CHAUD ET FROID R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        lundi, 14:14
                                    
                    299 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/split-sharp-18000btu-25cv-chaud-et-froid-r410-5656156","https://i.roamcdn.net/hz/ed/listing-thumb-543w/78383a7829326fcf26713412dd1894c6/-/horizon-files-prod/ed/picture/qm5rpg6m/5fe99cc8c91806b61968f19c1a6b7a751c29e68d.jpg"
"1738159623-35","https://www.expat-dakar.com/climatisation","SPLIT LLYOD 1.25CV 9000TBU R410 A+++","Neuf","Plateau,
                                                                                Dakar","154 000 F Cfa","SPLIT LLYOD 1.25CV 9000TBU R410 A+++
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        10. déc. '24, 15:32
                                    
                    154 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/split-llyod-125cv-9000tbu-r410-a-5656159","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3ef3a10707e02383d2ad0d101b71df30/-/horizon-files-prod/ed/picture/qj4jrqpr/fb3b6098704be49f3584c8730e9bf87c8ae55a71.jpg"
"1738159644-36","https://www.expat-dakar.com/climatisation","SPLIT LLIYOD 1.5CV/ 12000BTU R410 A+++","Neuf","Plateau,
                                                                                Dakar","169 000 F Cfa","SPLIT LLIYOD 1.5CV/ 12000BTU R410 A+++
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. déc. '24, 14:20
                                    
                    169 000 F Cfa
                        
                        781066640
                    
                        781066640","https://www.expat-dakar.com/annonce/split-lliyod-15cv-12000btu-r410-a-5656163","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e092fe8c093e35b050fc89476b549464/-/horizon-files-prod/ed/picture/q564xd9r/aca4d2e8359cb177c40d8cbc4a8c239f7b8e7ee0.jpg"
"1738159664-37","https://www.expat-dakar.com/climatisation","SPLIT BEKO 1.25CV/9000TBU R410","Neuf","Plateau,
                                                                                Dakar","189 000 F Cfa","SPLIT BEKO 1.25CV/9000TBU R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        10. déc. '24, 15:29
                                    
                    189 000 F Cfa
                        
                        777510319
                    
                        777510319","https://www.expat-dakar.com/annonce/split-beko-125cv9000tbu-r410-5662086","https://i.roamcdn.net/hz/ed/listing-thumb-543w/265f6187769e34d18f00da4ea6c5873f/-/horizon-files-prod/ed/picture/qen5qk7j/03e7351473ff24bdc0fdd5824bf28648d86cc2a2.jpg"
"1738159686-38","https://www.expat-dakar.com/climatisation","SPLIT BEKO INVERTER 1.25CV 9000TBU","Neuf","Plateau,
                                                                                Dakar","239 000 F Cfa","SPLIT BEKO INVERTER 1.25CV 9000TBU
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. déc. '24, 16:41
                                    
                    239 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/split-beko-inverter-125cv-9000tbu-5662091","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7dc577cbccb1017081c23988e102fa20/-/horizon-files-prod/ed/picture/q0g2w4zj/e757a3cfd47cdb788ceb5c32304ed4d8a31072b8.jpg"
"1738159708-39","https://www.expat-dakar.com/climatisation","SPLIT BEKO 1.5CV 12000BTU R410","Neuf","Plateau,
                                                                                Dakar","219 000 F Cfa","SPLIT BEKO 1.5CV 12000BTU R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        10. déc. '24, 15:31
                                    
                    219 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/split-beko-15cv-12000btu-r410-5662100","https://i.roamcdn.net/hz/ed/listing-thumb-543w/87b9337be6af3e35eba86c5ddd77d034/-/horizon-files-prod/ed/picture/q6x6kj4d/1494cf5d497fe763417dc2970527ddb6ba02ad00.jpg"
"1738159737-40","https://www.expat-dakar.com/climatisation","SPLIT BEKO INVERTER 1.5CV 12000BTU","Neuf","Plateau,
                                                                                Dakar","259 000 F Cfa","SPLIT BEKO INVERTER 1.5CV 12000BTU
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. déc. '24, 14:20
                                    
                    259 000 F Cfa
                        
                        781066640
                    
                        781066640","https://www.expat-dakar.com/annonce/split-beko-inverter-15cv-12000btu-5662110","https://i.roamcdn.net/hz/ed/listing-thumb-543w/092a056faab71d04a3e00fabb3bdba68/-/horizon-files-prod/ed/picture/qrzqvx4m/00cae330f45e0668cc22b9ff270599f294ea8adf.jpg"
"1738159759-41","https://www.expat-dakar.com/climatisation","SPLIT BEKO 2CV 18000BTU R410","Neuf","Plateau,
                                                                                Dakar","298 000 F Cfa","SPLIT BEKO 2CV 18000BTU R410
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        17. déc. '24, 14:56
                                    
                    298 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/split-beko-2cv-18000btu-r410-5662124","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f902b6e64814a3b4f50bc807e2012cc7/-/horizon-files-prod/ed/picture/qv4pej0g/2c88725cbeec674bd5bf49d737d60758da80fe5b.jpg"
"1738159779-42","https://www.expat-dakar.com/climatisation","SPLIT MIDEA INVERTER 1.5CV 12000BTU","Neuf","Plateau,
                                                                                Dakar","279 000 F Cfa","SPLIT MIDEA INVERTER 1.5CV 12000BTU
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        10. déc. '24, 15:31
                                    
                    279 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/split-midea-inverter-15cv-12000btu-5672200","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c2fc922914c038b7b326bb043e55916e/-/horizon-files-prod/ed/picture/q6x6dw5n/dd8c60e8d7dfa8422410c0e758efe3020f1b33d4.jpg"
